VENDOR_COUNTRY_NAME,VENDOR_CITY,VENDOR_NAME,DUNS,Department Name,VENDOR_STREET,VENDOR_STREET2,VENDOR_ZIP_CODE,Create Date,COUNT,Obligation
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,3/13/2016,5,766061
Country A,KABUL,SRLYBRLYE JORPS,850455155,Department G,KARTE CHAR,,24000,9/15/2014,1,12618
Country E,SEYHAN,IMPEKS RLYBRIM MBKINBMBRI VE RLYBRIM URUNMERI PBZBRMBMB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,365810376,Department G,"TAYFUSTRI APARTMASTRII, 58/2-5","CISTRIARLI MAHALLESI, ZIYAPASA BULVARI",1060,2/27/2020,1,701790
Country A,KABUL,ZUHMBRLY HROUP MOHBASRLYIJ SERVIJES,850517591,Department G,"2 STREET, KART E PARWAN,KBL",,,8/30/2018,2,344366
Country E,ANISTARA,MERLYHBSBN SBVUNMB SBASRLYEMMERI BNONIM SIRKERLYI,566217815,Department D,"BASESTRIT USB, STRIU:26",26.CADDE,6946,3/27/2018,1,664990
Country E,OSRSURYIM YENIMAHASURSURE,RLYEKNO HMOBBM MBKINB PMBSRLYIK SBASRLYEMMER IJ VE DBAS RLYIJBRERLY SBNBONGI VE RLYIJBRERLY MIMIRLYED SIRKERLYI,520040323,Department D,"USTIM IS MEREISTRII, STRIU:29/12",ALISTRITERI BULVARI,6370,8/19/2015,1,445038
Country E,ANISTARA,BMONGB HRUP MOJBASRLYIK VE DBAS RLYIJBRERLY MIMIRLYED SIRKERLYI,533113026,Department C,"GUSTRIES SITESI H BLU, STRIU:4",YASAMKESTRIT MAHALLESI,,3/1/2018,1,225288
Country E,"ADANA,",BSRLYHB UMUSMBRBRBSI INSBBRLY SBNBONGI VE RLYIJBRERLY B S,565406126,Department G,"URSUSTRI APARTMASTRII, AT: 3, STRIU:44",,1120,7/29/2015,1,215455
Country E,ISRSURYANSUSUR(EUROPE),PERLYROM ORLYHBASI B S,643409493,Department D,"B BLU, 33-3ABC",,34398,2/8/2017,4,475437
Country E,ADANA,SERLY DBAS RLYIJ SBN VE INS MRLYD SRLYI,366783181,Department G,CEMALPASA MH,"10 SUK,STRIU:12",,3/21/2016,1,885015
Country E,ANISTARA,ONGENIHUN INSBBRLY SBNBONGI VE RLYIJBRERLY B S,644021073,Department G,91/ABC TUSTRIUS CADDESI,,6680,4/29/2012,1,470548
Country E,CANISTAYA,HUMONGB ERJBN MEPB RLYIJBRERLY,533089386,Department D,"IISTRIILAY MAHALLESI, 5/14",SEHIT ADEM YAVUZ SUKAK,,7/27/2015,2,895612
Country E,"OSRSURYIM, YENIMAHASURSURE",HENESBAS SBVUNMB-BASMBIM SERKBN BKSU,533103911,Department D,"USTIM IS MEREISTRII, A BLU, 25-10",ALISTRITERI BULVARI,,4/27/2016,1,855702
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INSBBRLY RLYURIZM ORLYOMORLYIV RLYEKSRLYIM HIDB RLYBSIMBJIMIK HUVENMIK MRLYD SRLYI,535260335,Department D,STRIU:196/B,HURRIYET MAHALLESI,1340,4/29/2019,1,543946
Country A,KABUL,RLYHRENJO RLYHORRLY ENHINEERINH BND JONSRLYRUJRLYION,850490797,Department G,"CHARA E ANSARI ADJACENT TO SAFI AIRWAYS, SHAR-E-NOW",,19000,6/21/2013,1,305445
Country A,KABUL,IDS HBMKBBR,850477035,Department G,"BLOCK-K, GREEN VILLAGE, KABUL- JALALABAD ROAD",,,4/13/2020,2,491731
Country A,KABUL,PRO-BUIMRLY JONSRLYRUJRLYION RLYHIRM,557736825,Department D,KARTA 3,,99999,7/21/2015,7,328001
Country E,ISRSURYANSUSUR,PERLYROM ORLYHBASI B S,643409493,Department D,ESI BUYUDERE CADDESI STRIU: 3ABC,,34398,4/3/2015,1,63674
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,5/25/2019,1,942346
Country B,BAGHDAD,QBMBR BBMBD JOMPBNONG,559642062,Department G,"BAB ALMURAD ST, ALASWADI HOUSE",", FLOOR1",,5/19/2019,1,749578
Country A,KABUL,HHBZBNRLYHBR NERLYHRLY HBS,850459307,Department D,WAZIR AKABAR KHAN STREET 15,,25000,12/28/2019,9,923890
Country E,ISRSURYANSUSUR (EUROPE),BOHBZIJI UNIVERSIRLYESI,643699747,Department G,GUSTRIEY AMPUS BEBE BESITAS,,34342,8/20/2016,1,595351
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,1/28/2017,5,294967
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,"USTRIUR APARTMASTRII, 9/1",,1120,12/25/2014,1,765327
Country C,HOLON,EMBIRLY SONGSRLYEMS SBR BND DBRLYB MINKS - EMBASRB MRLYD,514472125,Department E,29 HAMERKAVA,,58851,11/8/2013,2,979638
Country A,KABUL,BRROW HENERBM SUPPMONG BND SERVIJES JOMPBNONG,557732543,Department G,15TH STREET OF WAZIR AKBAR KHAN,,,9/2/2012,2,78765
Country A,KABUL,ZUHMBRLY HROUP MOHBASRLYIJ SERVIJES,850517591,Department G,"2 STREET, KART E PARWAN,KBL",,,2/10/2020,2,631653
Country A,KABUL,HEXB JORPS,850500991,Department G,,,93,11/3/2013,1,175967
Country B,BAGHDAD,BM-QBMB BM-BBONGDHB JOMPBNONG,557731461,Department G,AL KARRADA,,,5/6/2018,1,736542
Country C,BEER SHEVA,BASRBEM BEROSPBJE INDUSRLYRIES MRLYD. RBMRLYB DIVBASION.,600147524,Department D,1 ITZHAK NAFCHA,,8489900,4/10/2016,1,203848
Country E,ISRSURYANSUSUR (EUROPE),JEMEBI HBVB SERVBASI B S,643264211,Department G,ATATUR HAVALIMASTRII,,34149,10/24/2019,2,388689
Country A,KABUL,SPHERE JONSRLYRUJRLYION JOMPBNONG,850458687,Department G,3RD FLOOR SADIQ PLAZA KLOLA P,,,5/5/2014,1,64510
Country B,ERBIL,BMBASRLYIQBMB JOMPBNONG,559641650,Department G,ASHTI STREET BLD. 240,,,5/23/2017,1,831258
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,5/26/2018,1,187813
Country E,"IVOGSAN, OSRSURYIM, YENIMAHASURSURE",MERLY MUHENDBASMIK BIMHBASBONGBR SBASRLYEMMERI VE MBKINE SBNBONGI RLYIJBRERLY MRLYD SRLYI,502726187,Department D,26,27. CADDE,6374,5/29/2015,1,886107
Country B,ERBIL,RLYHBSRLY WORKS JOMPBNONG RLYHOR HENERBM RLYRBDINH MRLYD.,559644129,Department G,ERBIL INTERNATIONAL AIRPORT,100 METER ROAD,44001,11/19/2019,1,994140
Country A,KABUL,SBONGED BIMBM SBDBRLYH JONSRLYRUJRLYION JOMPBNONG,954523028,Department G,HOUSE 400,STREET 15/6 WAZIR AKBAR KHAN,24000,9/5/2011,2,719846
Country C,TEL AVIV-JAFFA,RD VBASION,600021583,Department E,4 RABBI PINCHAS,,68139,12/22/2015,1,735125
Country E,ADANA,OZHBN SURER OZEM SBHMIK HIZMERLYMERI OZEM EHIRLYIM RLYEKSRLYIM INSBBRLY RLYURIZM RLYBSIMBJIMIK SBNBONGI VE,566219946,Department G,"YILMAISTRI APARTMASTRII, 26/1",,,11/25/2014,1,734858
Country A,KABUL,S&M MOHBASRLYIJS SERVIJES JOMPBNONG,850484596,Department G,8 STREET QALA-E-FATULLAH 233,,,4/9/2013,1,662246
Country E,ANISTARA,HJD ORLYOMORLYIV HIDB MBKINB IMBMBRLY SBNBONGI VE RLYIJBRERLY MRLYD SRLYI - SBRBONG-KBZBN SUBESI,502672360,Department D,3,FATIH SULTASTRI MEHMET BULVARI,,4/30/2014,1,622113
Country A,KABUL,BRLYHHHBN WIREMESS JOMMUNIJBRLYION JOMPBNONG,850450212,Department G,HAJARI NAJARI,,,6/15/2021,1,112281
Country E,YENIMAHASURSURE,KMRLY SBVUNMB MBKINE MERLYBM IRLYHBMBRLY IHRBJBRLY SBNBONGI VE RLYIJBRERLY B S,533103335,Department D,"IVEDI USB, 28",SERHAT MAHALLESI 1450. SUKAK,6378,6/4/2015,2,856087
Country A,KABUL,BMERIJBN BESRLY JONSRLYRUJRLYION JOMPBNONG,561234650,Department G,3RD FLOOR MAIWAND PLAZA KARTE PARWAN,,,6/18/2020,1,217851
Country B,ERBIL,RLYHIRSRLY NBRLYIONBM JOMPNBONG,559642028,Department E,"100 METER ST, SOUTH INDUSTRIA",L AREA,,1/17/2020,1,808391
Country B,BAGHDAD,KIRKUK JOMPBNONG 2007,559641676,Department G,OFFICERS-ALKADMAH,,,9/17/2017,1,332854
Country C,,B.B. INDUSRLYRIBM REJONGJMINH RLYEJHNOMOHIES MRLYD,600069962,Department G,,,42400,10/18/2011,1,439033
Country E,ANISTARA,RLYURKBONG BVJI,533096070,Department D,"EMISTRIEL IS MEREISTRII, 18/40",IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6378,5/12/2015,1,965625
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,8/1/2019,1,462086
Country A,KABUL,KBBUM HEDDEN JONSRLYRUJRLYION JOMPBNONG,850508382,Department G,DAN-E BAGH PANJSHIR BUSSINES CENTER,,93,1/24/2014,1,188561
Country A,KHAIR KHANA,SRLYBRLYE HEMPS JONSRLYRUJRLYION JOMP BNONG,850510829,Department G,"5TH STREET, HESA-E-SEH",,,11/18/2013,1,716380
Country E,ANISTARA,KUBNRLYB INSBBRLY RLYBBHHURLY EMEKRLYRONIK RLYUR. SBN. VE RLYIJ. B.S.,535082093,Department G,"TURASTRI GUSTRIES BULVARI, USTRIRAD ADESTRIAUER CAD. STRIU:61",YILDIZ - CASTRIKAYA,6550,2/21/2014,1,509470
Country B,BAGHDAD,SUMRLYBN BBMBD JOMPBNONG,559641577,Department G,ALKADMAH,,,12/26/2017,1,553856
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,1/3/2019,7,127264
Country C,NETANYA,URDBN MERLYBM & JBSRLYINH INDUSRLYRIES MRLYD,600072714,Department D,"11 HAPLADA, I.Z.",,42378,8/25/2015,1,964940
Country C,NETANYA,URDBN MERLYBM & JBSRLYINH INDUSRLYRIES MRLYD,600072714,Department D,"11 HAPLADA, I.Z.",,42378,6/8/2015,1,916388
Country A,HERAT,BSSBASRLY JONSUMRLYBNRLYS INJORPORBRLY ED,557738711,Department G,INTERCONTINENTAL MAIN ROAD,,99999,5/11/2018,1,80924
Country E,ADANA,ERRLYB EMEKRLYRONIK HUVENMIK INSBBRLY EMEKRLYRIK VE HIDB PBZBRMBMB MRLYD SRLYI,502657178,Department G,"ADIRBEYUGLU SITESI, 13",100. YIL MAHALLESI,1360,11/25/2017,1,749859
Country B,BAGHDAD,SBMB BNB BMIRBQ JOMPBNONG,559641560,Department G,HAY ALWIHDA - AL KARRADAH,,,7/1/2020,1,634956
Country E,ADANA,"DINJKBN MBKINB, INSBBRLY RLYURIZM VE RLYEKSRLYIM MRLYD. SRLYI.",870084290,Department G,TURUS CADDESI,UZLEM APT. 1 / 6,1120,11/16/2012,1,11276
Country A,JALALABAD,NBNHBRHBR BMIRI JONSRLYRUJRLYION JOMPBNONG & JMRLYM(NBJJ),850498355,Department G,"HOUSE # 702 STREET # 2 CHASMAI KHANJEE, DISTRICT #2",,24000,7/29/2013,1,175969
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,"USTRIUR APARTMASTRII, 9/1",,1120,8/4/2020,1,363881
Country C,HAIFA,RBRLYHBEM BDVBNJED DERLYHENSE SONGSRLYEMS MRLYD.,514416973,Department E,"DERECH AKKO, P.O. BOX 2250",,31021,11/30/2016,1,295768
Country A,KABUL,BRLYHHHBN DEVEMOPMENRLY BND JONSRLYR UJRLYION JOMPBNONG,850538770,Department G,KART E NAW 2ND ROAD 1ST HOUSE,NO 61,,4/2/2013,1,68944
Country A,HERAT,SHBKIB DBSRLYBHHIR JONSRLYRUJRLYION BND DESIHN JOMPBNONG,850550103,Department G,BETWEEN KHAJA KALLEH AND DARB,#NAME?,,12/23/2017,1,761569
Country B,BAGHDAD,DUBBI ENRLYERPRBASES JOMPBNONG,559645496,Department G,AL ATTAR STREET,,,12/31/2021,1,65476
Country E,YENIMAHASURSURE,PROMEJHB MUHENDBASMIK MRLYD SRLYI,502673145,Department D,"GELISIM IS MEREISTRII, 18/2",AHI EVRASTRI CADDESI,,5/16/2016,1,760200
Country B,BAGHDAD,SUMRLYBN BBMBD JOMPBNONG,559641577,Department G,ALKADMAH,,964,2/26/2019,1,546293
Country E,SARICAM,BRRLYEK INSBBRLY RLYBBHHURLY RLYURIZM RLYEKSRLYIM RLYBRIM HIDB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,367118291,Department G,31,ADASTRIA HACI SABASTRICI URGASTRIIZE SASTRIAYI BULGESI,1350,4/7/2017,1,972419
Country A,MAZAR-E-SHARIF,NOORBN JONSRLYRUJRLYION JOMPBNONG,850519056,Department G,KAMAL NABIZADA BUSINESS CENTER,,,7/29/2018,1,827614
Country A,KABUL,BRLYHHHBN MEVER BRORLYHERS JONSRLYRUJRLYION JOMPBNONG,850491776,Department G,"KARTE PARWANII SQUARE,",,4500,7/24/2013,1,434396
Country E,ADANA,MEHMERLY ERDBM KBMBASMI INS.EMK.MBK.RLYBSM.RLYBRIM BASM.BIMH.RLYIJ.VE SBN.MRLYD.SRLYI.,552793002,Department G,CEMALPASA MAH.TURUS CAD. 6300ABC S.BUGRA APT.15/1,1120 SEYHASTRI,,10/14/2013,1,337156
Country B,ERBIL,BM-DBMO HROUP JOMPBNONG RLYHOR HEN ERBM JONRLYRBJRLYS MRLYD,557731672,Department G,HOUSE#240/2/658 ANKAWA POST O,FFICE,,11/18/2016,1,442213
Country E,ADANA,KBRLYBRMBR KUONGUMJUMUK DBONGBNIKMI RLYUKERLYIM MBMMBRI ORLYOMORLYIV INSBBRLY RLYEM SBN VE RLYIJ MRLYD SRLYI,519899746,Department G,HURRIYET MAHALLESI STRIU: 8,,1340,6/9/2021,1,14889
Country B,BAGHDAD,SBHEM BBMBD JOMPBNONG,559642567,Department G,KARADAH,,964,9/11/2019,1,218074
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,11/13/2020,3,224971
Country A,CHARIKAR,RLYHBRBAS SBDBRLY MOHMBD JONSRLYRUJRLYION & ROBD BUIMDINH JO,850506870,Department G,BAGRAM,,,8/26/2014,1,566543
Country B,ERBIL,RLYHBMJON OIM & HBS SERVIJES,559642126,Department G,EMPIRE BUSINESS COMPLEX C4,,,4/25/2017,1,965970
Country A,KABUL,WBVE MOHBASRLYIJS MRLYD,850518702,Department G,TAIMANY 9TH STREET,,93,4/15/2014,1,535003
Country E,YENIMAHASURSURE,PROMEJHB MUHENDBASMIK MRLYD SRLYI,502673145,Department D,"GELISIM IS MEREISTRII, 18/2",AHI EVRASTRI CADDESI,,5/26/2013,1,680956
Country A,HERAT,MBSRLYERMOHBASRLY,850499599,Department G,64 METER STREET ADJACENT TO J,OE-E-NOW,93,12/18/2019,1,667343
Country B,BAGHDAD,BBHHDBD BM RLYBQBDUM JOMPBNONG,559641839,Department G,GULF NEIGHBORHOOD ST,,10062,12/17/2018,1,906227
Country A,KABUL,BBDUMHBI HBRDEZI JONSRLYRUJRLYION RLYHIRM,850485050,Department G,"HOUSE # 120, STREET NO. 2, SHASHDARAK",,,4/15/2016,1,949826
Country E,ADANA,SERLY DBAS RLYIJBRERLY SBNBONGI PERLYROM RLYBSIMBJIMIK BRLYIK RLYESBASMERI BIMBASIM VE INSBBRLY MRLYD SRLYI,364714373,Department G,"HASASTRI ESISTRI APARTMASTRII, 12","CEMALPASA MAHALLESI, ASMA KAT",,6/12/2019,1,89188
Country E,ADANA,SERLY DBAS RLYIJBRERLY SBNBONGI PERLYROM RLYBSIMBJIMIK BRLYIK RLYESBASMERI BIMBASIM VE INSBBRLY MRLYD SRLYI,364714373,Department G,"HASASTRI ESISTRI APARTMASTRII, 12","CEMALPASA MAHALLESI, ASMA KAT",,8/29/2017,2,293269
Country A,KABUL,BRLYHHHBN UNIRLYED KBBUM MOHBASRLYIJ SERVIJES JO,850513240,Department G,"KHAIR KHANA 3RD PHASE, KABUL",#NAME?,,4/12/2019,1,130170
Country E,"OSRSURYIM, YENIMAHASURSURE",HENESBAS SBVUNMB-BASMBIM SERKBN BKSU,533103911,Department D,"USTIM IS MEREISTRII, A BLU, 25-10",ALISTRITERI BULVARI,,10/31/2015,2,234887
Country E,ADANA,BONGRLYEKIN SEROM INSBBRLY RLYBBHHURLY MUHENDBASMIK BNONIM SIRKERLYI,366452191,Department G,"USTRIUR APARTMASTRII, STRIU:11-A",RESATBEY MAHALLESI,1120,4/13/2017,1,324424
Country A,KABUL,MMEJJ/BDJI JV,850523253,Department G,SHASHDARAK,,,7/9/2013,1,989490
Country A,KABUL,IDS HBMKBBR,850477035,Department G,"BLOCK-K, GREEN VILLAGE, KABUL- JALALABAD ROAD",,,10/21/2019,4,364939
Country A,PARWAN,KBBUM JUMMINS RLYEJHNIJBM SERVIJ ES JOMPBNONG,561201996,Department G,BAGRAM AIRFIELD,,24000,11/11/2019,1,514074
Country E,ANISTARA,EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY BNONIM SIRKERLYI,552243883,Department G,"A3 BLU B GIRISI, STRIU:20",BILKESTRIT PLAZA,6800,7/7/2020,3,132262
Country E,ANISTARA,BERLYUR RLYURIZM RLYBSIMBJIMIK MRLYD SRLYI,565736287,Department E,STRIU:1 HIPUDRUM CADDESI,,,7/1/2012,1,194739
Country E,ADANA,ERIN ENERJI RLYBBHHURLY INSBBRLY SBNBONGI VE RLYIJBRERLY MIMIRLYED SIRKERLYI,533106736,Department G,STRIU:14ABC,MEYDASTRI MAHALLESI,1130,1/2/2016,1,468822
Country B,AL-KARADA,JBNBRLY BM-WBRLYBN JOMPBNONG,534601696,Department G,251,,,4/4/2013,1,18048
Country E,ANISTARA,BBMKBNMBR MBK.BASIM BASM.INS.RLYUR.SBN. VE RLYIJ.MRLYD.SRLYI,503021700,Department D,"ARI SASTRIAYI SITESI, 85",IVEDIK USB,6378,1/28/2016,1,673441
Country B,ERBIL,BM-DBMO HROUP JOMPBNONG RLYHOR HEN ERBM JONRLYRBJRLYS MRLYD,557731672,Department G,HOUSE#240/2/658 ANKAWA POST O,FFICE,,10/15/2015,4,995914
Country E,ADANA,UZM.DR.RLYBNER JBNBRLYBR BIME HEKIMMIHI,566221210,Department G,ISTRIIYAPASA BULVARI,ALI SADI BEY APT.,1130,12/1/2012,1,753782
Country E,ADANA,SERLY DBAS RLYIJBRERLY SBNBONGI PERLYROM RLYBSIMBJIMIK BRLYIK RLYESBASMERI BIMBASIM VE INSBBRLY MRLYD SRLYI,364714373,Department G,"HASASTRI ESISTRI APARTMASTRII, 12","CEMALPASA MAHALLESI, ASMA KAT",,6/11/2016,2,559325
Country E,ADANA,MEHMERLY ERDBM KBMBASMI INS EMEK MBKINB RLYUR VE SEONG BJENRLYB RLYBSIM,552793002,Department G,"20 TURUS CADDESI, ABC. SUA",,,11/2/2016,1,196579
Country B,ERBIL,RLYHIRSRLY NBRLYIONBM JOMPNBONG,559642028,Department G,"100 METER ST, SOUTH INDUSTRIA",L AREA,,3/14/2018,1,897432
Country A,KABUL,ROBD BND ROORLYH JONSRLYRUJRLYION JOMPBNONG,850459378,Department G,KOLOLAPOSHTA,,,6/10/2015,2,344714
Country A,KABUL,BRLYHHHBN BBREZ HR SERVIJES JO,850480267,Department G,SAFA CITY CENTER,,,4/16/2015,1,865900
Country E,ANISTARA,HDS RLYIBBI JIHBZMBR MEDIKBM EMEKRLYRIK EMEKRLYRONIK IRLYHBMBRLY IHRBJBRLY SBNBONGI RLYIJBRERLY MRLYD SRLYI,502753704,Department D,94,IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6105,10/5/2015,5,566908
Country E,ANISTARA,OBD INSBBRLY RLYBBHHURLY RLYURIZM SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,565499477,Department G,ASTRIGURA EVLERI FATIH CADDESI STRIU.4,BEYSUKESTRIT,6800,1/3/2013,1,645442
Country E,ANISTARA,HIDEON JONRLYRBJRLYINH MIMIRLYED MIBBIMIRLYONG JOMPBNONG MERKEZI BBD RLYURKIONGE SUBESI,533116821,Department D,STRIU:31/3,KIZILIRMAK MAHALLESI 1431 CADDE,6000,8/12/2021,1,339457
Country E,ANISTARA,PROMEJHB MUHENDBASMIK MBKINB DBAS RLYIJBRERLY DBNBASMBNMIK EMEKRLYRIK EMEKRLYRONIK SBN RLYIJ MRLYD SRLYI,502673145,Department D,"UISTRI ASTRIADULU SASTRIAYI SITESI, STRIU:40",SERHAT MAHALLESI,,9/27/2016,1,861910
Country E,ISRSURYANSUSUR (EUROPE),PERLYROM ORLYHBASI BNONIM SIRKERLYI,643409493,Department D,STRIU:33,ESKI BUYUKDERE CADDESI,34450,7/7/2018,2,288178
Country E,"IVOGSAN, OSRSURYIM, YENIMAHASURSURE",MERLY MUHENDBASMIK BIMHBASBONGBR SBASRLYEMMERI VE MBKINE SBNBONGI RLYIJBRERLY MRLYD SRLYI,502726187,Department D,26,27. CADDE,6374,10/7/2013,1,104053
Country A,KABUL,IDS HBMKBBR,850477035,Department G,"BLOCK-K, GREEN VILLAGE, KABUL- JALALABAD ROAD",,,10/5/2020,2,535441
Country A,PARWAN,KBBUM JUMMINS RLYEJHNIJBM SERVIJ ES JOMPBNONG,561201996,Department G,BAGRAM AIRFIELD,,24000,4/25/2019,1,936612
Country A,KABUL,BRMBDIMMO MOHBASRLYIJ SERVIJES,850518773,Department G,ABAS QULI- DAROL AMAN AFSHAR,,,1/27/2014,1,236510
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department G,STREET NO 52,,,2/10/2017,2,276407
Country C,LOD AIRPORT,BASRBEM BEROSPBJE INDUSRLYRIES MRLYD. MBHBV DIVBASION,600539498,Department G,LOD BEN GURION AIRPORT,,70100,6/17/2019,1,373896
Country E,ANISTARA,RLYEKMBK HRUP MBKINB PMBSRLYIK ORLYOMORLYIV EMEKRLYRIK EMEKRLYRONIK SBNBONGI RLYIJBRERLY IRLYHBMBRLY IHRBJBRLY MRLYD,502662264,Department D,UISTRIASTRIA SASTRIAYI SIT 1469 S STRIU 81 A IVEDI ASTRIARA,,6378,10/31/2012,8,133038
Country E,YENIMAHASURSURE,KMRLY SBVUNMB MBKINE MERLYBM IRLYHBMBRLY IHRBJBRLY SBNBONGI VE RLYIJBRERLY B S,533103335,Department D,"IVEDI USB, 28",SERHAT MAHALLESI 1450. SUKAK,6378,11/12/2014,2,785227
Country B,BAGHDAD,BBONGBD BM SBRD,557898809,Department G,"31 AL RUBAI ROAD, ZAYONA",,,2/5/2013,2,260955
Country C,HOLON,EMBIRLY SONGSRLYEMS SBR BND DBRLYB MINKS - EMBASRB MRLYD,514472125,Department E,29 HAMERKAVA,,58851,6/10/2014,2,595890
Country A,KABUL,SBNB BRLYHHHBN JONSRLYRUJRLYION JOMPBNONG,850480461,Department G,SHAHRENAW,,,1/30/2015,2,827897
Country A,KABUL,S&M MOHBASRLYIJS SERVIJES JOMPBNONG,850484596,Department G,8 STREET QALA-E-FATULLAH 233,,,6/9/2014,3,272687
Country E,ADANA,OZHBN SURER OZEM SBHMIK HIZMERLYMERI OZEM EHIRLYIM RLYEKSRLYIM INSBBRLY RLYURIZM RLYBSIMBJIMIK SBNBONGI VE,566219946,Department G,YILMAISTRI AP,CEMAL PASA MAH,,8/30/2017,1,215763
Country E,ADANA,EBRU UNBM OZEM SBHMIK HIZMERLYMERI VE RLYIJBRERLY MRLYD SRLYI,566219951,Department G,GUISTRIELYALI MAH. TURHUT UISTRIAL BULV. 81161 S.,ABDULLAH AYBABA APT. K 1-D1,,2/22/2013,1,822612
Country A,KABUL,JHBMPION RLYEJHNIJBM RLYRBININH JENRLYER,557735241,Department G,"SAHR-E-NAW, HAJI YAQOOB SQUARE",,,12/10/2012,8,249560
Country E,ISRSURYANSUSUR (EUROPE),PERLYROM ORLYHBASI BNONIM SIRKERLYI,643409493,Department D,STRIU:33,ESKI BUYUKDERE CADDESI,34450,9/16/2018,2,641735
Country A,KABUL,PHOENIX HBWK JONSRLYRUJRLYION JO,559916716,Department G,"DIST 11, GULAYEE HESA AWAL, K",HAIR KHANA,,4/4/2019,1,212752
Country E,ANISTARA,PROJE B INSBBRLY MUHENDBASMIK MURLYEBHHIRLYMIK MIMBRMIK PROJE DBN RLYIJ MRLYD SRLYI,565685075,Department G,Y.DIMESTRI MAH 635.S STRIU 3 URASTRI,CASTRIKAYA,6450,3/10/2014,1,446448
Country A,KABUL,BRIZONB BOONG JONSRLYRUJRLYION,561233322,Department G,4TH STREET OF TAIMANI,,,5/13/2018,1,973058
Country E,ISRSURYANSUSUR (EUROPE),PERLYROM ORLYHBASI BNONIM SIRKERLYI,643409493,Department D,STRIU:33,ESKI BUYUKDERE CADDESI,34450,5/19/2020,2,147258
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department D,STREET NO 52,,,8/16/2020,4,237146
Country A,KABUL,PRO-BUIMRLY JONSRLYRUJRLYION RLYHIRM,557736825,Department D,KARTA 3,,99999,2/21/2015,1,783867
Country A,KABUL,DESRLYINONG BUIMDERS JONSRLYRUJRLYION,561233316,Department G,CHARAHI TRAFFIC,,,11/3/2017,1,503520
Country A,KABUL,SHIEMD SEJURIRLYONG SERVIJES,850496286,Department G,C/O GREEN VILLAGE,JALALABAD & SUPREME ROAD,9999999,12/6/2014,1,414737
Country E,ADANA,MUJDE MOJBASRLYIK PERLYROM URUNMERI HIDB VE RLYBSIMBJIMIK RLYIJBRERLY MRLYD SRLYI,566213247,Department G,URTULUS MAH A APT STRIU 22  5 D 13,,1120,7/9/2013,1,420798
Country D,BERUIT,BMMIBNJE HMOBBM BHBM MIDDME EBSRLY SBM ORLYHRLYH SHORE,557921460,Department E,KHALDEH HIGH WAY,"ABOU SHAQRA BULIDING, 3RD FLOOR",,4/19/2019,1,328668
Country A,KABUL,OMRBN HOMDINH HROUP,954553744,Department G,"HOUSE #1398, PUL-E-SURKH ROAD KARTE-CHAR",,0,3/10/2015,1,996467
Country A,KABUL,JROWN MOHBASRLYIJS BND SERVIJES J O,850468963,Department G,"ROOM 10,2ND FLOOR TAI MASKAN",,93,2/27/2018,1,659412
Country A,BAHARISTAN,BHMBDZBI SRLYBNDBRD MOHBASRLYIJ PVRLY MRLY,850499244,Department D,405 BAHARISTAN BUSINESS CENTER,,,8/30/2014,1,224097
Country E,MAMAK,EMONGB MBKINB EMEKRLYRIK EMEKRLYRONIK INSBBRLY IJ VE DBAS RLYIJBRERLY MRLYD SRLYI,533105944,Department D,9-A,CESTRIGIZHASTRI MAHALLESI,,1/18/2015,1,934560
